x,y,z
2.4800000000000004,-3.52,131.99340031999998
2.5600000000000005,-3.52,126.67238911999995
2.6400000000000006,-3.52,121.49586431999995
2.7199999999999998,-3.52,116.49577471999999
2.8,-3.52,111.70505216000004
2.88,-3.52,107.15761151999997
2.96,-3.52,102.88835072
3.04,-3.52,98.93315071999997
3.12,-3.52,95.32887552
3.2,-3.52,92.11337215999997
3.2800000000000002,-3.52,89.32547072
3.3600000000000003,-3.52,87.00498431999998
3.4400000000000004,-3.52,85.19270912
3.5200000000000005,-3.52,83.93042431999997
3.6000000000000005,-3.52,83.26089216
3.6799999999999997,-3.52,83.22785792
3.76,-3.52,83.87604991999996
3.84,-3.52,85.25117952
3.92,-3.52,87.39994112000002
4.0,-3.52,90.37001215999999
-4.0,-3.44,3.1284889599999994
-3.92,-3.44,1.6928819199999965
-3.84,-3.44,1.0806323199999979
-3.76,-3.44,1.244062719999998
-3.68,-3.44,2.136478719999996
-3.6,-3.44,3.712168959999994
-3.52,-3.44,5.926405119999997
-3.44,-3.44,8.735441920000001
-3.36,-3.44,12.096517120000005
-3.2800000000000002,-3.44,15.96785151999998
-3.2,-3.44,20.30864895999997
-3.12,-3.44,25.079096319999984
-3.04,-3.44,30.24036351999999
-2.96,-3.44,35.75460352
-2.88,-3.44,41.584952319999985
-2.8,-3.44,47.69552896000002
-2.7199999999999998,-3.44,54.051435520000005
